loss,accuracy,precision,recall,id,test_loss,test_accuracy,test_precision,test_recall
4.515121936798096,0.13289515674114227,0.8500000238418579,0.010900929570198059,1,3.8733580112457275,0.19378797709941864,0.738095223903656,0.04186360538005829
2.835986852645874,0.46232765913009644,0.9303135871887207,0.08560436218976974,2,2.111253023147583,0.5779878497123718,0.9112271666526794,0.23565158247947693
1.9067741632461548,0.6635139584541321,0.9584245085716248,0.2106444388628006,3,1.3647791147232056,0.7319378852844238,0.9377777576446533,0.4274139106273651
1.3435734510421753,0.7726835608482361,0.9610282182693481,0.3715934455394745,4,0.981123685836792,0.7954084873199463,0.9388208985328674,0.5698851943016052
0.9712647795677185,0.8350433111190796,0.9633244872093201,0.5221225023269653,5,0.7438672780990601,0.8467251658439636,0.9416195750236511,0.6752194166183472
0.7157579064369202,0.8812119364738464,0.9705171585083008,0.6437960863113403,6,0.61363285779953,0.8642808794975281,0.9415357708930969,0.7285617589950562
0.5552336573600769,0.9131131768226624,0.9663206934928894,0.7313241362571716,7,0.49541527032852173,0.8845374584197998,0.938511312007904,0.7832545638084412
0.4311440885066986,0.9325104355812073,0.9695157408714294,0.8055466413497925,8,0.4342540204524994,0.8926401138305664,0.9453977942466736,0.8183659911155701
0.3556726276874542,0.9379608631134033,0.968227744102478,0.845142662525177,9,0.36689063906669617,0.8987171053886414,0.9329819083213806,0.8365969061851501
0.2981865704059601,0.9451747536659241,0.9689429998397827,0.880250096321106,10,0.31534236669540405,0.9081701636314392,0.9378654956817627,0.8663065433502197
0.25064122676849365,0.9512664079666138,0.9670860171318054,0.8996472954750061,11,0.30469799041748047,0.9101958274841309,0.937545895576477,0.8615800142288208
0.21672198176383972,0.9528695344924927,0.9665314555168152,0.9166399240493774,12,0.2899703085422516,0.9209993481636047,0.945284366607666,0.8865631222724915
0.1905691921710968,0.9604039788246155,0.9686405062675476,0.9309073686599731,13,0.2647782266139984,0.9115462303161621,0.9317212104797363,0.8845374584197998
0.1622113138437271,0.9616864323616028,0.9707776308059692,0.9426097869873047,14,0.26407933235168457,0.9149223566055298,0.935943067073822,0.8879135847091675
0.14852137863636017,0.9636101126670837,0.9686731100082397,0.9467778205871582,15,0.2529682517051697,0.9101958274841309,0.9288762211799622,0.8818365931510925
0.13451167941093445,0.9637704491615295,0.9689947962760925,0.9519076347351074,16,0.2278708666563034,0.9169480204582214,0.9341736435890198,0.900742769241333
0.125312939286232,0.9658544659614563,0.9704017043113708,0.9565566182136536,17,0.2319476455450058,0.9135718941688538,0.9284210801124573,0.893315315246582
0.11295609176158905,0.9650529026985168,0.9680609703063965,0.9571978449821472,18,0.20855960249900818,0.916272759437561,0.9317073225975037,0.9027683734893799
0.10635509341955185,0.9652131795883179,0.9681126475334167,0.9588009119033813,19,0.21514198184013367,0.9122214913368225,0.9273235201835632,0.8960161805152893
0.10283084213733673,0.966655969619751,0.9700502157211304,0.9605642557144165,20,0.2040720283985138,0.9169480204582214,0.9280276894569397,0.9054692983627319
0.09172999858856201,0.9703430533409119,0.9717742204666138,0.9658544659614563,21,0.19929061830043793,0.9189736843109131,0.9313453435897827,0.9068197011947632
0.08805866539478302,0.9679384231567383,0.9701420068740845,0.9636101126670837,22,0.19776099920272827,0.9182984232902527,0.931991696357727,0.9068197011947632
0.0845128521323204,0.9672971963882446,0.9700048565864563,0.9642513394355774,23,0.22666729986667633,0.9081701636314392,0.9207783341407776,0.8946657776832581
0.08419892936944962,0.9679384231567383,0.9701371788978577,0.9634498357772827,24,0.20327356457710266,0.9230250120162964,0.935773491859436,0.9149223566055298
0.08755331486463547,0.96473228931427,0.967107355594635,0.9615261554718018,25,0.2068997025489807,0.9149223566055298,0.9318971633911133,0.9054692983627319
0.07828880846500397,0.9692208766937256,0.9717832803726196,0.9661750793457031,26,0.19869683682918549,0.9216745495796204,0.9290633797645569,0.9108710289001465
0.07503239065408707,0.96649569272995,0.9695504903793335,0.96473228931427,27,0.20241081714630127,0.9203240871429443,0.9295580387115479,0.9088453650474548
0.07427148520946503,0.9689002633094788,0.9699211716651917,0.966655969619751,28,0.21076853573322296,0.9142471551895142,0.925259530544281,0.9027683734893799
0.07330566644668579,0.9689002633094788,0.9702284932136536,0.96649569272995,29,0.19641894102096558,0.9209993481636047,0.9274965524673462,0.9155975580215454
0.0698135569691658,0.9690605998039246,0.970564603805542,0.9672971963882446,30,0.20724163949489594,0.9196488857269287,0.9276859760284424,0.9095205664634705
0.06854066252708435,0.9697018265724182,0.9715205430984497,0.9679384231567383,31,0.2009308636188507,0.9189736843109131,0.9276859760284424,0.9095205664634705
0.06692643463611603,0.969862163066864,0.9710424542427063,0.9676178097724915,32,0.183742955327034,0.916272759437561,0.9220246076583862,0.9101958274841309
0.06596662104129791,0.9687399864196777,0.9702619910240173,0.9676178097724915,33,0.1821819245815277,0.9209993481636047,0.9255464673042297,0.9149223566055298
0.06387915462255478,0.9685796499252319,0.9696288108825684,0.9672971963882446,34,0.1840658336877823,0.922349750995636,0.929896891117096,0.9135718941688538
0.06395328044891357,0.9701827764511108,0.9709190130233765,0.9687399864196777,35,0.23062893748283386,0.9095205664634705,0.924358069896698,0.899392306804657
0.06904149800539017,0.9687399864196777,0.9691566228866577,0.9671369194984436,36,0.20658257603645325,0.9176232218742371,0.9285714030265808,0.9128966927528381
0.06484675407409668,0.9697018265724182,0.971070408821106,0.9685796499252319,37,0.2085740715265274,0.9189736843109131,0.9265614151954651,0.9115462303161621
0.06826435774564743,0.9703430533409119,0.9712218642234802,0.9684193730354309,38,0.18901418149471283,0.9284267425537109,0.9336525201797485,0.9216745495796204
0.06533448398113251,0.9679384231567383,0.9694533944129944,0.966655969619751,39,0.19841355085372925,0.9182984232902527,0.9298003911972046,0.9122214913368225
0.06321561336517334,0.9695414900779724,0.9702906608581543,0.9685796499252319,40,0.18716078996658325,0.916272759437561,0.9239726066589355,0.9108710289001465
0.06379617750644684,0.9671369194984436,0.9683635830879211,0.966655969619751,41,0.19356879591941833,0.923700213432312,0.9302802681922913,0.9189736843109131
0.06408222764730453,0.9676178097724915,0.9680423736572266,0.9663353562355042,42,0.1840984970331192,0.9216745495796204,0.9297407865524292,0.9203240871429443
0.05740123987197876,0.9705033898353577,0.9711028933525085,0.9697018265724182,43,0.18086938560009003,0.9189736843109131,0.9266117811203003,0.9122214913368225
0.05799894407391548,0.9705033898353577,0.9709423780441284,0.9695414900779724,44,0.19742393493652344,0.9209993481636047,0.9275461435317993,0.916272759437561
0.05857677012681961,0.9711446166038513,0.9720571637153625,0.9703430533409119,45,0.19387315213680267,0.9203240871429443,0.9306795001029968,0.9155975580215454
0.05606108903884888,0.9685796499252319,0.9696580767631531,0.9682590365409851,46,0.18937143683433533,0.9304524064064026,0.9369863271713257,0.923700213432312
