loss,accuracy,precision,recall,id,test_loss,test_accuracy,test_precision,test_recall
4.426883697509766,0.15020839869976044,0.8220859169960022,0.021481243893504143,1,2.9295663833618164,0.3200540244579315,0.696891188621521,0.18163402378559113
2.516270637512207,0.4762744605541229,0.8843314051628113,0.17281179130077362,2,1.4782801866531372,0.6347062587738037,0.8635170459747314,0.44429439306259155
1.4648382663726807,0.6766591668128967,0.9299170970916748,0.3956396281719208,3,1.0323939323425293,0.7204591631889343,0.8768768906593323,0.591492235660553
0.9689342379570007,0.7714011073112488,0.926385223865509,0.5628406405448914,4,0.7398503422737122,0.7906819581985474,0.8961267471313477,0.6873733997344971
0.6655476093292236,0.8377684950828552,0.9361469745635986,0.6862776279449463,5,0.5612273812294006,0.839972972869873,0.9025923013687134,0.775827169418335
0.48165223002433777,0.8723949790000916,0.9365721940994263,0.7787752747535706,6,0.47277671098709106,0.8534773588180542,0.9002285003662109,0.7981094121932983
0.3720693588256836,0.9004488587379456,0.939202606678009,0.834562361240387,7,0.3826741874217987,0.8723835349082947,0.9156891703605652,0.8433490991592407
0.29321539402008057,0.9153574705123901,0.9450453519821167,0.8683872818946838,8,0.3702404797077179,0.8737339377403259,0.927981972694397,0.8352464437484741
0.2555456757545471,0.9270599484443665,0.9492020010948181,0.8866623640060425,9,0.35632583498954773,0.8845374584197998,0.9146165251731873,0.8534773588180542
0.21702416241168976,0.9323500990867615,0.9536178112030029,0.9063802361488342,10,0.3366861045360565,0.8845374584197998,0.9121190905570984,0.869007408618927
0.18137986958026886,0.943731963634491,0.9567962884902954,0.9230522513389587,11,0.3583410382270813,0.8744091987609863,0.9113371968269348,0.8467251658439636
0.17112796008586884,0.943731963634491,0.957133412361145,0.9270599484443665,12,0.34322044253349304,0.8784605264663696,0.9154728055000305,0.8629304766654968
0.16699600219726562,0.9483808875083923,0.9584158658981323,0.9310676455497742,13,0.28165239095687866,0.8912896513938904,0.9108771681785583,0.876434862613678
0.13951386511325836,0.9519076347351074,0.959541380405426,0.9390830397605896,14,0.30000388622283936,0.893315315246582,0.9120111465454102,0.8818365931510925
0.12316253036260605,0.9528695344924927,0.9592767357826233,0.9440525770187378,15,0.30122071504592896,0.8966914415359497,0.9147449135780334,0.8838622570037842
0.12320461124181747,0.9555947184562683,0.9611318707466125,0.9474190473556519,16,0.24985654652118683,0.9047940373420715,0.9192762970924377,0.8919649124145508
0.11939073354005814,0.9531901478767395,0.9604685306549072,0.9464572072029114,17,0.30778464674949646,0.8852127194404602,0.9062936902046204,0.875084400177002
0.12118437141180038,0.9499839544296265,0.957138180732727,0.9414876699447632,18,0.2847779393196106,0.8946657776832581,0.9086505174636841,0.8865631222724915
0.10966397076845169,0.9571978449821472,0.9623193144798279,0.9498236775398254,19,0.31973862648010254,0.8872383236885071,0.9067321419715881,0.8730587363243103
0.09821410477161407,0.957518458366394,0.9613456130027771,0.9528695344924927,20,0.2839357256889343,0.8926401138305664,0.903606116771698,0.8798109292984009
0.10333938896656036,0.9554344415664673,0.9590813517570496,0.9506251811981201,21,0.2833539843559265,0.900742769241333,0.9143646359443665,0.8939905762672424
0.09329692274332047,0.9608849287033081,0.9638866186141968,0.95415198802948,22,0.23286649584770203,0.9142471551895142,0.9240331649780273,0.9034436345100403
0.08911971002817154,0.9610452055931091,0.9649150967597961,0.9567168951034546,23,0.24825160205364227,0.8973666429519653,0.9185803532600403,0.8912896513938904
